age,education,job,income,house,credit,sex,relationship,country,savings,purpose,credit_score,expenses,loan
34,triennale,privato,37376,own,34660,male,sposato/a,italia,41076,furniture,5,1386,bad
45,triennale,manager,87537,own,16192,male,divorziato/a,europa,91514,furniture,3,3037,good
55,nessuno,impiegato,68964,rent,4658,female,sposato/a,italia,69109,car,0,1257,bad
42,nessuno,privato,54839,rent,36970,female,divorziato/a,extra-europa,67160,furniture,4,1383,bad
32,phd,ceo,97434,rent,40507,male,divorziato/a,italia,103827,education,3,3876,good
45,nessuno,disoccupato,9000,own,12140,male,sposato/a,extra-europa,9000,house,1,444,bad
32,magistrale,impiegato,76192,own,42837,female,sposato/a,italia,72076,house,2,1164,bad
30,triennale,ceo,103442,rent,36956,male,divorziato/a,europa,110477,house,3,4125,good
35,diploma,ceo,95680,rent,35267,female,sposato/a,italia,125671,furniture,1,4236,bad
30,triennale,privato,54804,own,28390,male,single,europa,40601,house,0,1532,bad
54,phd,ceo,95429,own,32490,male,sposato/a,extra-europa,101749,car,6,4031,good
56,phd,ceo,113797,rent,32497,female,divorziato/a,extra-europa,110899,house,0,4083,bad
41,phd,privato,49996,own,33340,male,divorziato/a,europa,34434,furniture,0,1570,bad
43,magistrale,impiegato,73289,rent,49476,female,divorziato/a,extra-europa,38589,car,4,1282,bad
49,magistrale,manager,76138,rent,49964,male,divorziato/a,italia,91524,car,4,3093,bad
47,nessuno,disoccupato,9000,rent,35038,male,single,europa,9000,car,3,501,bad
48,phd,manager,74449,rent,33703,female,sposato/a,europa,89567,house,2,2986,bad
43,diploma,ceo,79327,rent,38018,male,single,extra-europa,94826,car,0,4112,bad
38,magistrale,privato,61582,own,46920,female,sposato/a,italia,50414,furniture,6,1435,bad
44,nessuno,disoccupato,9000,own,31809,female,sposato/a,italia,9000,house,6,532,bad
51,phd,privato,48905,rent,47677,female,vedovo/a,italia,37755,education,1,1572,bad
58,diploma,privato,48143,rent,20380,male,sposato/a,europa,50567,car,6,1652,bad
34,diploma,operaio,42767,own,12888,female,divorziato/a,europa,34327,car,6,722,bad
55,phd,ceo,109577,rent,6138,male,divorziato/a,europa,100356,house,0,3755,bad
38,triennale,ceo,112903,own,39866,male,divorziato/a,extra-europa,108643,furniture,3,3955,good
30,nessuno,disoccupato,9000,none,1693,female,sposato/a,extra-europa,9000,house,5,607,bad
36,nessuno,manager,89254,own,41455,male,sposato/a,extra-europa,63445,house,0,3064,bad
48,nessuno,disoccupato,9000,none,49613,male,vedovo/a,extra-europa,9000,furniture,6,493,bad
30,diploma,impiegato,58326,rent,48311,female,divorziato/a,extra-europa,57371,furniture,4,1216,bad
42,nessuno,privato,53370,own,3786,female,vedovo/a,italia,72758,car,0,1450,bad
32,diploma,manager,82808,rent,30310,male,divorziato/a,italia,65970,car,6,2949,bad
46,phd,manager,80277,rent,39596,female,vedovo/a,europa,70978,furniture,0,3090,bad
54,phd,operaio,40568,own,2639,female,single,italia,40916,house,5,889,bad
47,phd,ceo,115301,rent,47038,female,vedovo/a,italia,103732,education,3,3966,good
45,magistrale,impiegato,54099,rent,42036,female,single,italia,67564,car,6,1198,good
41,triennale,impiegato,68867,rent,33137,female,divorziato/a,extra-europa,64388,furniture,6,1215,good
46,phd,impiegato,54990,rent,22579,male,sposato/a,extra-europa,54805,education,5,1279,good
31,phd,ceo,99069,rent,20343,male,divorziato/a,europa,108199,car,4,3979,good
54,phd,ceo,93163,own,41784,male,vedovo/a,extra-europa,100386,furniture,3,4109,good
47,magistrale,impiegato,84005,rent,31232,female,sposato/a,extra-europa,59750,furniture,6,1283,good
51,phd,ceo,120550,rent,34186,male,sposato/a,europa,83930,car,3,4127,good
35,phd,ceo,105041,rent,11465,female,sposato/a,europa,91696,house,3,3945,good
39,magistrale,manager,97314,rent,24676,female,sposato/a,europa,86529,house,6,2907,good
48,triennale,ceo,111532,own,13869,male,vedovo/a,europa,112624,furniture,4,3926,good
30,triennale,manager,82133,rent,17936,female,sposato/a,italia,85393,car,6,3088,good
52,magistrale,impiegato,56971,rent,41059,male,divorziato/a,italia,66205,furniture,6,1344,good
45,triennale,ceo,83556,rent,7949,male,vedovo/a,extra-europa,115561,car,6,3971,good
35,phd,ceo,114517,rent,27759,female,sposato/a,extra-europa,104823,education,6,4078,good
49,triennale,manager,81630,rent,19139,male,sposato/a,europa,81240,furniture,5,2989,good
55,magistrale,impiegato,67956,own,1601,female,divorziato/a,extra-europa,62030,car,6,1259,good
42,triennale,ceo,86798,rent,32175,female,vedovo/a,italia,112029,house,4,4053,good
34,phd,ceo,80122,rent,42641,female,divorziato/a,italia,109324,education,6,3998,good
37,triennale,manager,94563,rent,19308,female,single,extra-europa,77482,house,5,2917,good
36,magistrale,impiegato,75888,rent,46306,male,sposato/a,europa,61222,car,5,1379,good
44,magistrale,impiegato,52047,own,2971,male,divorziato/a,europa,61979,furniture,6,1229,good
59,phd,ceo,92304,rent,24940,female,sposato/a,extra-europa,105801,education,5,4031,good
46,triennale,manager,92180,rent,30609,female,sposato/a,europa,73632,furniture,6,2995,good
57,phd,manager,88262,rent,48263,female,sposato/a,italia,59937,furniture,6,2943,good
39,phd,ceo,117154,own,14053,female,sposato/a,extra-europa,121015,education,3,3954,good
53,phd,manager,91380,rent,39323,female,divorziato/a,europa,79636,education,3,3040,good
53,magistrale,impiegato,60737,own,18593,male,sposato/a,europa,63949,furniture,6,1408,good
52,phd,impiegato,65592,rent,39530,female,divorziato/a,extra-europa,73195,car,5,1115,good
45,phd,impiegato,70723,rent,31465,male,divorziato/a,europa,62052,car,6,1271,good
49,magistrale,ceo,102295,rent,30363,female,sposato/a,extra-europa,97873,house,6,4060,good
44,phd,ceo,105955,own,22983,female,sposato/a,extra-europa,103662,education,6,3876,good
31,triennale,manager,91646,rent,13173,male,single,italia,69386,car,4,3083,good
32,phd,impiegato,51804,rent,17221,female,vedovo/a,europa,62105,car,6,1342,good
34,magistrale,manager,89292,rent,47625,female,divorziato/a,extra-europa,86471,car,4,2970,good
34,phd,impiegato,57739,own,37726,male,vedovo/a,extra-europa,66601,furniture,6,1303,good
51,phd,ceo,90262,own,37208,male,sposato/a,extra-europa,118272,education,3,4037,good
48,phd,impiegato,67350,own,3765,female,vedovo/a,extra-europa,53525,house,5,1374,good
45,triennale,ceo,97913,own,44102,female,sposato/a,europa,97582,furniture,6,3854,good
52,phd,ceo,107640,rent,48223,male,vedovo/a,europa,92136,furniture,3,3961,good
34,triennale,impiegato,70879,rent,1810,female,single,italia,79565,car,6,1055,good
52,magistrale,manager,90346,own,49063,male,sposato/a,europa,73340,house,3,2883,good
57,magistrale,manager,88471,rent,8114,female,sposato/a,italia,104343,house,4,2890,good
44,triennale,impiegato,68198,rent,19976,male,sposato/a,europa,53028,furniture,6,1209,good
32,magistrale,manager,82601,rent,16798,female,sposato/a,extra-europa,84700,furniture,3,2894,good
56,triennale,impiegato,53315,rent,16240,male,sposato/a,europa,52133,car,6,1144,good
54,magistrale,impiegato,69017,own,19798,male,vedovo/a,extra-europa,64780,car,6,1488,good
45,magistrale,manager,82041,own,1843,male,sposato/a,europa,88409,car,3,3060,good
39,triennale,impiegato,53063,rent,24826,female,divorziato/a,europa,57005,car,6,1244,good
45,phd,ceo,100448,own,24641,female,sposato/a,italia,100417,house,4,4059,good
40,triennale,manager,80991,rent,9823,female,sposato/a,extra-europa,68017,car,6,3072,good
43,magistrale,ceo,92115,rent,34812,male,sposato/a,extra-europa,103068,furniture,3,3951,good
56,magistrale,manager,95351,rent,6545,female,sposato/a,italia,83218,furniture,4,3021,good
50,phd,ceo,102084,rent,16782,female,vedovo/a,europa,89075,education,4,3981,good
39,magistrale,manager,95527,rent,33300,male,sposato/a,extra-europa,68363,house,4,2810,good
37,magistrale,impiegato,64184,own,15282,male,divorziato/a,europa,51358,house,5,1221,good
38,phd,manager,98879,own,10534,male,divorziato/a,europa,81921,car,3,3124,good
33,magistrale,ceo,101094,own,6220,male,divorziato/a,italia,95456,car,6,3680,good
49,phd,ceo,98450,rent,16499,female,vedovo/a,europa,107824,education,6,3981,good
59,phd,ceo,100257,own,3181,male,sposato/a,extra-europa,109705,furniture,3,4109,good
47,triennale,ceo,118135,rent,39999,female,sposato/a,italia,110678,car,6,3926,good
50,phd,ceo,96553,rent,48977,female,sposato/a,europa,107339,education,5,3920,good
59,triennale,ceo,103512,own,43969,male,sposato/a,italia,72575,car,5,3918,good
33,triennale,ceo,120610,rent,4169,male,sposato/a,extra-europa,94566,car,3,4044,good
36,magistrale,impiegato,72309,rent,19824,male,divorziato/a,extra-europa,57978,car,5,1149,good
31,phd,ceo,107113,rent,42105,female,single,europa,89533,car,5,4060,good
58,triennale,ceo,90767,rent,7290,male,sposato/a,italia,98100,car,5,4049,good
44,magistrale,manager,92934,own,41891,male,sposato/a,italia,78064,house,6,3006,good
58,triennale,ceo,80156,rent,14864,male,sposato/a,europa,80830,house,4,3964,good
37,phd,ceo,110072,rent,48282,female,single,europa,90008,education,4,3907,good
54,phd,ceo,80755,rent,41248,male,sposato/a,italia,113342,house,6,3864,good
39,phd,manager,80907,own,16545,male,single,italia,90680,furniture,3,2936,good
35,phd,ceo,96955,rent,39763,male,sposato/a,europa,112383,furniture,6,3927,good
51,magistrale,ceo,94388,rent,25599,male,single,extra-europa,107106,furniture,5,4147,good
42,phd,ceo,119427,rent,1529,female,sposato/a,extra-europa,100788,education,5,3938,good
48,phd,ceo,105789,own,38303,female,sposato/a,extra-europa,99662,education,3,3834,good
41,phd,ceo,113703,rent,35962,female,divorziato/a,europa,103215,education,5,4031,good
57,magistrale,manager,90980,rent,29243,female,divorziato/a,italia,83870,house,3,2940,good
59,phd,ceo,99421,rent,28048,female,sposato/a,europa,104556,education,5,3819,good
57,phd,ceo,107241,own,31969,male,sposato/a,italia,99715,education,3,3990,good
47,phd,ceo,108776,rent,10829,male,sposato/a,italia,117391,education,3,3919,good
33,phd,ceo,101759,own,36213,female,single,italia,90678,car,6,4044,good
47,triennale,manager,84135,own,40454,female,vedovo/a,italia,67274,furniture,5,2925,good
38,magistrale,ceo,95978,own,49865,male,sposato/a,italia,89429,furniture,6,3871,good
34,triennale,manager,87479,own,42199,female,divorziato/a,extra-europa,80758,car,3,3130,good
30,triennale,impiegato,80785,rent,23104,female,divorziato/a,italia,53766,car,6,1313,good
51,phd,manager,95211,rent,5985,male,vedovo/a,italia,79894,education,4,3064,good
44,phd,ceo,98886,rent,30868,male,sposato/a,europa,89889,furniture,5,4004,good
32,triennale,manager,95139,rent,38969,male,sposato/a,extra-europa,78345,house,5,3081,good
39,triennale,manager,92694,rent,29505,male,divorziato/a,europa,81717,house,4,3017,good
32,phd,ceo,90473,rent,42174,male,vedovo/a,extra-europa,92034,car,3,3985,good
53,phd,ceo,102510,own,26474,female,divorziato/a,italia,97643,furniture,4,4111,good
30,magistrale,ceo,112791,rent,31770,female,vedovo/a,europa,93217,house,6,3829,good
45,triennale,ceo,97467,own,19148,female,sposato/a,extra-europa,107202,furniture,5,3983,good
52,magistrale,ceo,96102,rent,12115,male,divorziato/a,extra-europa,95838,house,4,4027,good
35,phd,impiegato,50993,rent,47536,male,divorziato/a,extra-europa,53333,car,5,1291,good
46,phd,manager,86754,own,36510,female,single,europa,77275,education,5,2980,good
48,triennale,impiegato,64017,rent,9586,male,sposato/a,extra-europa,56300,furniture,6,1355,good
57,triennale,impiegato,55839,rent,3661,female,sposato/a,europa,48708,furniture,6,1226,good
40,triennale,ceo,87276,rent,45638,male,sposato/a,europa,98453,furniture,5,4157,good
42,phd,ceo,82953,own,44610,male,single,italia,87758,education,3,4148,good
48,phd,ceo,106766,own,4392,female,divorziato/a,extra-europa,120364,house,3,3817,good
42,magistrale,manager,97484,rent,17369,female,vedovo/a,europa,67447,furniture,4,2822,good
45,triennale,impiegato,63614,own,22523,male,divorziato/a,italia,56208,house,6,1224,good
51,triennale,manager,85765,rent,17845,male,divorziato/a,europa,74967,house,4,3060,good
39,magistrale,ceo,93873,rent,14218,female,single,extra-europa,95796,house,3,4004,good
34,magistrale,impiegato,67377,rent,26693,male,sposato/a,extra-europa,67398,car,6,1344,good
57,triennale,ceo,100556,rent,22417,female,divorziato/a,europa,107346,furniture,4,4135,good
48,phd,ceo,94929,rent,13170,male,divorziato/a,europa,93244,furniture,6,3906,good
54,phd,impiegato,54293,rent,41181,female,sposato/a,italia,77326,education,5,1147,good
55,phd,ceo,93310,rent,12346,male,divorziato/a,italia,103101,house,6,4121,good
34,magistrale,impiegato,59477,rent,49111,male,vedovo/a,extra-europa,64798,furniture,5,1120,good
56,triennale,manager,86297,rent,48095,female,divorziato/a,italia,80307,house,6,2954,good
36,phd,ceo,106663,rent,45628,male,sposato/a,extra-europa,95253,house,3,3975,good
37,magistrale,impiegato,55401,rent,27225,female,divorziato/a,europa,58514,furniture,5,1205,good
50,triennale,manager,85285,rent,37724,male,sposato/a,extra-europa,68550,car,5,2880,good
34,phd,ceo,102605,rent,28648,male,single,extra-europa,102158,car,5,3808,good
50,triennale,ceo,103491,rent,17661,male,sposato/a,extra-europa,100080,house,4,4005,good
42,phd,ceo,117452,rent,16317,male,single,italia,95273,education,4,4027,good
56,magistrale,manager,84917,own,33272,female,divorziato/a,europa,95666,car,5,2929,good
43,magistrale,manager,82048,rent,4593,male,vedovo/a,europa,76235,furniture,4,2741,good
58,triennale,ceo,95538,rent,43395,female,divorziato/a,italia,99356,house,5,4010,good
59,triennale,manager,92896,rent,4755,female,vedovo/a,europa,83219,furniture,4,2837,good
40,magistrale,ceo,119535,rent,36685,male,divorziato/a,europa,103509,house,6,4100,good
37,triennale,manager,81472,rent,4880,female,divorziato/a,italia,79492,house,3,2960,good
36,magistrale,impiegato,61437,rent,2302,female,divorziato/a,europa,71113,furniture,5,1193,good
50,phd,ceo,108408,own,33649,male,divorziato/a,extra-europa,94538,education,3,4022,good
55,phd,ceo,89183,rent,11878,male,divorziato/a,europa,94947,house,5,4126,good
47,magistrale,impiegato,80348,rent,13479,male,divorziato/a,europa,60667,car,6,1063,good
42,triennale,impiegato,66891,rent,19226,female,sposato/a,extra-europa,65244,furniture,6,1153,good
54,phd,impiegato,56863,own,15198,male,divorziato/a,italia,52675,house,6,1309,good
32,phd,ceo,91408,rent,34330,male,sposato/a,europa,102886,education,6,4235,good
47,phd,ceo,92855,own,14166,female,sposato/a,extra-europa,96641,furniture,3,4094,good
53,phd,ceo,107028,own,30297,male,sposato/a,extra-europa,94692,education,4,3938,good
40,magistrale,ceo,118610,rent,10612,male,single,italia,93941,furniture,5,3991,good
31,triennale,manager,95073,rent,10451,female,single,europa,84287,car,3,3019,good
39,phd,manager,90716,own,16134,male,divorziato/a,europa,96640,education,3,3129,good
39,triennale,ceo,90042,rent,2469,female,sposato/a,europa,96645,house,6,3950,good
57,triennale,manager,90688,rent,29288,male,vedovo/a,europa,96970,house,3,2933,good
59,phd,impiegato,66709,rent,16410,female,vedovo/a,extra-europa,64500,education,6,1173,good
31,triennale,manager,94249,rent,41214,male,divorziato/a,italia,80708,car,6,2970,good
58,phd,ceo,95884,own,41912,male,sposato/a,italia,105128,education,6,3988,good
43,triennale,manager,80343,rent,36829,male,vedovo/a,italia,72109,house,4,3009,good
48,phd,manager,88799,own,23402,male,single,europa,61707,house,6,2914,good
33,triennale,impiegato,55495,rent,29591,male,sposato/a,extra-europa,58876,furniture,5,1315,good
58,triennale,impiegato,59199,rent,16636,female,vedovo/a,extra-europa,64605,car,5,1255,good
48,phd,ceo,114144,rent,34690,male,vedovo/a,italia,99265,education,5,4115,good
35,triennale,manager,84679,rent,42977,male,sposato/a,extra-europa,72206,car,5,3082,good
48,magistrale,manager,86362,own,30972,female,divorziato/a,europa,72453,car,4,3018,good
42,triennale,impiegato,56760,rent,44461,female,divorziato/a,europa,67467,furniture,6,1274,good
48,magistrale,manager,86869,rent,11687,male,sposato/a,italia,89756,furniture,4,2937,good
31,phd,ceo,113252,rent,18640,female,divorziato/a,italia,95436,education,3,3919,good
54,magistrale,ceo,95675,own,28049,female,sposato/a,extra-europa,114679,house,5,3897,good
53,triennale,manager,80293,rent,5047,female,vedovo/a,europa,79266,car,5,2842,good
39,triennale,manager,84169,rent,21903,male,single,italia,74739,house,4,3049,good
34,magistrale,ceo,94832,rent,38642,female,sposato/a,italia,104584,furniture,4,3983,good
35,phd,ceo,103446,rent,45527,female,sposato/a,italia,102287,car,4,3899,good
33,phd,ceo,109039,own,40029,male,sposato/a,italia,97471,education,6,4066,good
35,triennale,manager,91874,own,4818,male,sposato/a,europa,73007,car,6,3064,good
57,phd,manager,91229,own,25353,male,vedovo/a,extra-europa,73938,education,5,2973,good
53,triennale,manager,92219,own,20692,female,vedovo/a,italia,99404,furniture,3,2834,good
33,phd,manager,89499,own,17289,female,divorziato/a,europa,82421,house,5,3021,good
43,magistrale,ceo,99776,own,24225,female,divorziato/a,extra-europa,106415,furniture,5,4016,good
56,magistrale,manager,84702,rent,46231,male,sposato/a,europa,81390,car,5,2917,good
52,magistrale,ceo,102056,own,3942,male,divorziato/a,extra-europa,77085,car,3,3827,good
58,triennale,ceo,109852,own,37187,male,vedovo/a,europa,100965,car,5,4006,good
49,phd,ceo,100030,own,26211,male,vedovo/a,extra-europa,108435,education,4,4074,good
43,phd,ceo,93168,rent,8624,male,sposato/a,extra-europa,97145,house,4,4118,good
53,magistrale,impiegato,68786,rent,4298,male,vedovo/a,italia,60389,car,6,1299,good
50,triennale,ceo,99551,rent,18472,male,sposato/a,extra-europa,102398,car,6,4034,good
37,magistrale,manager,82411,rent,30201,female,sposato/a,italia,86545,car,6,2965,good
40,magistrale,manager,81929,rent,43253,female,sposato/a,extra-europa,83215,furniture,4,2952,good
38,phd,manager,85831,own,37602,male,single,extra-europa,89822,education,3,3060,good
49,triennale,ceo,123369,rent,26353,female,sposato/a,italia,98960,car,6,3956,good
35,magistrale,ceo,108928,rent,34124,male,vedovo/a,extra-europa,91243,house,5,4054,good
48,triennale,manager,80181,rent,7013,male,sposato/a,extra-europa,75654,house,3,3089,good
48,triennale,ceo,100479,own,20447,male,sposato/a,europa,105958,house,4,4047,good
37,phd,ceo,95857,rent,49011,female,single,italia,101406,furniture,5,4036,good
40,triennale,manager,82347,own,16190,female,single,europa,68179,car,3,2917,good
32,phd,ceo,114827,rent,36725,male,vedovo/a,europa,103547,furniture,6,4024,good
31,magistrale,impiegato,51608,rent,44763,male,single,italia,66721,car,5,1284,good
53,magistrale,manager,89221,own,18936,female,divorziato/a,italia,66668,house,6,3167,good
32,phd,ceo,106513,rent,38306,female,vedovo/a,europa,108720,education,4,4216,good
49,phd,ceo,96775,rent,45082,female,sposato/a,italia,92243,education,5,4025,good
52,magistrale,impiegato,77454,own,35147,male,vedovo/a,europa,68208,house,5,1212,good
30,phd,ceo,103215,own,36999,female,divorziato/a,extra-europa,100203,furniture,4,3866,good
55,magistrale,ceo,88492,rent,16308,female,sposato/a,extra-europa,96691,car,6,3945,good
50,phd,ceo,94183,rent,36511,male,sposato/a,extra-europa,94650,furniture,3,3954,good
55,phd,ceo,88207,rent,49376,male,divorziato/a,italia,86067,education,3,3925,good
41,phd,ceo,119228,none,26613,male,divorziato/a,europa,114054,furniture,5,3936,good
33,phd,ceo,111338,rent,45141,male,single,extra-europa,88480,education,4,3971,good
32,magistrale,manager,82378,rent,30119,female,divorziato/a,extra-europa,87336,furniture,5,3027,good
37,phd,manager,84382,rent,7274,female,divorziato/a,italia,80382,furniture,6,2924,good
36,magistrale,manager,81784,rent,5926,male,sposato/a,italia,84237,car,5,2878,good
36,phd,manager,89486,rent,6344,female,divorziato/a,europa,84496,education,6,2962,good
33,triennale,ceo,109939,rent,29534,male,divorziato/a,extra-europa,93487,car,6,4053,good
40,phd,ceo,108833,own,20048,male,single,extra-europa,112316,car,4,4073,good
36,magistrale,ceo,93281,rent,41836,female,sposato/a,europa,89240,house,6,4108,good
46,phd,manager,89949,own,36292,male,sposato/a,italia,73541,house,5,2995,good
52,magistrale,impiegato,63256,rent,4334,female,divorziato/a,italia,51802,car,6,1138,good
46,phd,manager,87966,rent,10690,female,sposato/a,extra-europa,80678,furniture,3,2952,good
57,phd,impiegato,61085,rent,48216,male,sposato/a,extra-europa,67169,furniture,5,1139,good
54,triennale,impiegato,70524,rent,4950,female,divorziato/a,italia,55959,furniture,5,1156,good
32,magistrale,impiegato,71482,own,34474,male,sposato/a,italia,55229,furniture,6,1162,good
37,phd,ceo,101787,rent,26308,male,sposato/a,europa,89331,education,6,3912,good
43,magistrale,impiegato,54757,rent,4353,female,divorziato/a,extra-europa,64951,car,6,1321,good
33,triennale,manager,85193,own,30473,female,divorziato/a,extra-europa,79720,furniture,6,2788,good
44,phd,ceo,109341,rent,9466,female,sposato/a,extra-europa,103358,education,6,3995,good
38,magistrale,ceo,99816,rent,47421,male,sposato/a,europa,111145,house,6,3846,good
55,magistrale,impiegato,76728,own,10600,female,sposato/a,europa,67183,furniture,5,1208,good
52,phd,impiegato,70720,own,10075,male,sposato/a,europa,65310,furniture,6,1155,good
51,phd,ceo,95662,rent,27474,female,divorziato/a,europa,98533,education,6,4002,good
51,phd,ceo,95605,rent,23038,male,sposato/a,italia,96140,education,5,3881,good
50,phd,manager,92541,rent,45217,male,sposato/a,europa,70622,furniture,4,3068,good
40,phd,manager,84228,rent,46519,female,sposato/a,europa,69878,house,3,3017,good
43,magistrale,ceo,101362,rent,5605,male,vedovo/a,europa,87061,car,6,4069,good
57,phd,manager,90498,rent,44738,male,sposato/a,europa,87000,house,6,2936,good
56,magistrale,impiegato,71531,rent,5357,male,sposato/a,extra-europa,71172,furniture,5,1261,good
42,triennale,ceo,118966,own,3379,female,vedovo/a,italia,102101,house,5,4075,good
31,triennale,manager,93541,rent,21474,male,vedovo/a,extra-europa,66014,house,5,3074,good
37,triennale,impiegato,64892,own,14591,male,sposato/a,extra-europa,54120,car,5,1469,good
36,phd,ceo,94141,rent,27979,male,vedovo/a,extra-europa,101186,education,5,4155,good
56,triennale,ceo,107915,rent,29054,female,vedovo/a,europa,97393,furniture,4,4039,good
59,phd,ceo,99534,rent,14881,female,sposato/a,italia,84461,car,3,3877,good
30,triennale,manager,82850,rent,49813,female,single,europa,75482,furniture,6,3092,good
53,magistrale,ceo,99404,rent,30960,male,vedovo/a,italia,99212,car,6,4040,good
59,phd,impiegato,54572,rent,4499,male,sposato/a,italia,70270,education,6,1225,good
53,triennale,manager,83986,rent,25203,female,divorziato/a,italia,79498,house,3,2960,good
51,phd,ceo,100182,rent,32439,male,single,europa,93251,car,4,4180,good
57,triennale,manager,86194,rent,11232,female,sposato/a,italia,86698,house,4,2912,good
54,phd,ceo,85800,rent,40832,male,divorziato/a,extra-europa,97917,furniture,6,4013,good
36,phd,ceo,122460,own,19002,female,divorziato/a,europa,108855,house,5,3868,good
50,magistrale,impiegato,64600,own,45586,female,single,extra-europa,48169,car,5,1389,good
52,triennale,manager,93850,rent,49253,male,sposato/a,italia,89628,car,3,3026,good
33,phd,impiegato,58227,rent,40188,female,single,europa,62851,furniture,6,1287,good
39,magistrale,impiegato,58824,own,49818,female,sposato/a,extra-europa,68166,furniture,5,1272,good
56,phd,ceo,103874,rent,8627,female,vedovo/a,italia,80899,house,3,3917,good
42,phd,impiegato,79353,own,45713,male,divorziato/a,italia,53619,house,6,1242,good
37,magistrale,impiegato,62108,rent,9090,male,sposato/a,europa,71966,car,6,1213,good
31,magistrale,impiegato,59533,rent,37762,male,sposato/a,extra-europa,89931,furniture,5,1144,good
52,phd,ceo,112942,rent,32145,female,sposato/a,europa,103013,car,6,4035,good
49,magistrale,ceo,93439,own,24156,male,vedovo/a,europa,102771,car,3,3934,good
53,phd,ceo,97319,rent,19519,male,sposato/a,extra-europa,104724,house,4,3934,good
42,triennale,manager,91893,rent,19672,female,sposato/a,italia,84705,car,3,3073,good
35,triennale,ceo,108433,own,8049,female,divorziato/a,italia,92916,car,5,3978,good
35,magistrale,impiegato,88981,rent,39065,male,sposato/a,europa,74071,car,5,1158,good
55,triennale,ceo,98231,own,41292,female,sposato/a,europa,76851,car,4,4253,good
44,magistrale,impiegato,51302,rent,25642,female,sposato/a,europa,61502,furniture,6,1174,good
34,magistrale,manager,85390,own,39105,female,single,italia,82028,furniture,5,3096,good
50,magistrale,manager,82701,rent,3258,male,sposato/a,extra-europa,85073,house,6,2973,good
55,magistrale,ceo,110055,rent,49372,female,sposato/a,europa,104652,furniture,5,4121,good
51,triennale,manager,83111,rent,42543,female,divorziato/a,extra-europa,86914,house,5,2987,good
55,triennale,ceo,108470,own,6694,male,sposato/a,europa,92258,furniture,5,3945,good
56,triennale,manager,105298,own,11041,male,vedovo/a,italia,73380,car,6,2714,good
43,triennale,impiegato,68571,rent,1693,female,divorziato/a,extra-europa,56810,furniture,6,1073,good
52,phd,ceo,96868,rent,25840,male,divorziato/a,extra-europa,99632,house,3,4049,good
48,phd,ceo,99232,own,23404,female,sposato/a,italia,96063,house,3,4062,good
45,triennale,ceo,111645,rent,7250,male,sposato/a,extra-europa,115973,furniture,5,3865,good
34,phd,ceo,108920,rent,16764,female,vedovo/a,europa,103153,house,5,3936,good
52,magistrale,manager,80478,rent,37021,female,sposato/a,italia,64359,car,6,2953,good
47,phd,ceo,101957,rent,41295,male,sposato/a,europa,94769,house,6,4039,good
31,triennale,manager,85961,rent,48078,male,divorziato/a,europa,77684,furniture,5,2983,good
51,phd,ceo,86694,rent,27632,female,divorziato/a,europa,106179,car,5,3946,good
39,phd,impiegato,68245,own,3600,female,sposato/a,extra-europa,64709,car,5,1158,good
52,triennale,ceo,99919,rent,48692,female,divorziato/a,italia,103302,furniture,3,3863,good
32,phd,impiegato,70364,own,38764,male,single,italia,48064,car,6,1294,good
33,triennale,impiegato,57490,rent,46381,female,divorziato/a,italia,59191,car,5,1216,good
59,phd,ceo,109407,rent,49338,female,sposato/a,europa,91633,education,5,4033,good
54,phd,ceo,103619,rent,31862,male,vedovo/a,extra-europa,80898,furniture,6,3871,good
33,phd,ceo,88423,own,34427,male,sposato/a,italia,99617,car,5,3888,good
56,triennale,ceo,100048,rent,43789,female,divorziato/a,italia,98935,furniture,3,3905,good
52,magistrale,impiegato,71669,rent,24670,female,vedovo/a,europa,63517,car,5,1179,good
39,phd,impiegato,59954,rent,24784,female,sposato/a,italia,62659,education,6,1446,good
52,phd,impiegato,54939,rent,48656,female,single,europa,59637,education,5,1135,good
40,phd,ceo,100802,rent,11026,male,single,italia,97834,furniture,5,4086,good
50,phd,ceo,108833,rent,38738,female,vedovo/a,italia,114525,education,6,4022,good
35,phd,ceo,92986,rent,7710,male,sposato/a,italia,88435,house,6,4038,good
41,magistrale,manager,87801,own,5382,male,divorziato/a,extra-europa,79278,car,6,2944,good
40,magistrale,manager,87930,rent,49021,male,single,extra-europa,80550,car,6,2978,good
41,phd,ceo,115832,rent,6205,male,single,europa,97875,house,4,3964,good
55,phd,ceo,105360,own,16258,male,sposato/a,extra-europa,108779,education,4,3956,good
58,magistrale,manager,84136,rent,32210,female,divorziato/a,italia,63458,house,3,3012,good
46,phd,manager,94103,rent,44648,male,sposato/a,europa,87106,furniture,4,2967,good
39,phd,ceo,99358,rent,49946,female,divorziato/a,italia,82617,education,3,3888,good
32,phd,impiegato,68871,rent,23226,female,single,italia,56396,education,6,1204,good
53,phd,manager,83185,rent,33009,male,divorziato/a,extra-europa,89201,furniture,5,3062,good
53,magistrale,ceo,112208,rent,17068,female,sposato/a,italia,114868,house,6,4006,good
47,phd,ceo,117776,rent,23276,female,sposato/a,europa,96121,education,3,4116,good
37,phd,manager,90213,rent,24254,female,sposato/a,extra-europa,79429,education,6,3172,good
40,triennale,ceo,110903,own,40294,male,divorziato/a,italia,107099,house,3,4111,good
51,triennale,ceo,96384,rent,13338,male,sposato/a,italia,92410,house,6,3925,good
