age,education,job,income,house,credit,sex,relationship,country,loan
50,magistrale,ceo,103963,rent,17386,male,sposato/a,italia,good
47,magistrale,operaio,27952,own,1401,male,sposato/a,italia,bad
46,phd,impiegato,66357,rent,6228,male,divorziato/a,europa,bad
55,triennale,manager,76833,rent,17147,male,sposato/a,italia,bad
50,phd,impiegato,46317,rent,26586,female,sposato/a,europa,bad
39,phd,ceo,97560,rent,7469,male,vedovo/a,extra-europa,good
34,diploma,privato,27729,own,22348,male,divorziato/a,europa,bad
49,phd,impiegato,55001,own,28448,female,divorziato/a,europa,good
59,phd,ceo,101960,own,14104,male,sposato/a,italia,good
42,magistrale,manager,67810,rent,4881,female,sposato/a,italia,bad
47,triennale,manager,66122,own,10280,male,vedovo/a,europa,bad
37,triennale,operaio,35194,none,38186,female,divorziato/a,extra-europa,bad
33,diploma,ceo,95345,own,5990,male,divorziato/a,italia,bad
59,phd,privato,52797,own,7991,female,divorziato/a,europa,bad
32,magistrale,impiegato,63471,rent,359,male,sposato/a,europa,bad
57,diploma,operaio,39462,own,47279,male,sposato/a,europa,bad
55,diploma,operaio,49644,rent,29997,male,vedovo/a,italia,bad
35,nessuno,privato,47305,own,35067,female,divorziato/a,italia,bad
34,phd,ceo,102612,own,7503,male,divorziato/a,europa,good
30,phd,ceo,113573,rent,21693,male,divorziato/a,europa,good
56,diploma,operaio,38854,own,39595,female,single,europa,bad
36,triennale,privato,67766,rent,19634,female,sposato/a,europa,bad
37,nessuno,manager,79068,rent,36404,male,sposato/a,extra-europa,bad
49,nessuno,disoccupato,9000,none,28729,female,divorziato/a,europa,bad
34,triennale,ceo,86236,rent,14479,male,sposato/a,italia,good
37,magistrale,ceo,93595,rent,41008,female,divorziato/a,europa,good
56,magistrale,manager,73543,own,13547,male,sposato/a,italia,bad
35,phd,ceo,91103,own,32462,male,single,europa,good
31,phd,manager,81646,rent,2022,female,divorziato/a,europa,good
43,diploma,privato,61063,rent,30843,male,divorziato/a,italia,bad
35,diploma,impiegato,63554,own,18032,male,divorziato/a,italia,bad
56,diploma,privato,39049,rent,4426,female,single,extra-europa,bad
38,nessuno,impiegato,53611,rent,49400,female,sposato/a,italia,bad
48,diploma,privato,62638,rent,32318,female,vedovo/a,extra-europa,bad
57,diploma,impiegato,43096,own,45730,male,sposato/a,europa,bad
54,diploma,operaio,53153,rent,37695,male,divorziato/a,extra-europa,bad
57,nessuno,privato,57672,own,14326,male,vedovo/a,italia,bad
50,phd,manager,62156,own,18693,male,divorziato/a,italia,bad
56,magistrale,ceo,107718,rent,8969,male,divorziato/a,extra-europa,good
56,diploma,operaio,43832,own,7330,male,sposato/a,italia,bad
42,triennale,operaio,22987,own,42644,male,divorziato/a,extra-europa,bad
34,magistrale,ceo,114362,rent,36192,male,divorziato/a,italia,good
33,magistrale,impiegato,61335,own,7124,female,sposato/a,extra-europa,good
56,magistrale,operaio,50127,own,19211,male,divorziato/a,europa,bad
49,phd,ceo,82387,own,33600,male,sposato/a,europa,good
48,nessuno,operaio,36177,own,1986,male,sposato/a,europa,bad
52,magistrale,impiegato,70815,rent,32511,male,sposato/a,italia,bad
51,magistrale,impiegato,53445,rent,20524,male,vedovo/a,europa,bad
38,triennale,privato,66587,rent,18618,male,vedovo/a,extra-europa,bad
49,triennale,operaio,50565,rent,1375,female,vedovo/a,europa,bad
54,triennale,manager,87232,rent,7859,male,sposato/a,europa,good
46,triennale,privato,36325,rent,1849,male,sposato/a,europa,bad
32,magistrale,privato,60899,own,46810,female,sposato/a,italia,bad
44,magistrale,privato,47931,rent,44000,male,vedovo/a,italia,bad
45,magistrale,operaio,58889,rent,32920,female,single,extra-europa,bad
41,phd,manager,73080,own,36386,female,sposato/a,italia,bad
31,triennale,impiegato,45994,rent,46729,female,divorziato/a,europa,bad
30,phd,ceo,97970,own,31556,male,sposato/a,europa,good
50,diploma,impiegato,81603,rent,11128,female,divorziato/a,europa,bad
49,nessuno,disoccupato,9000,rent,9734,male,vedovo/a,europa,bad
41,diploma,operaio,54487,rent,4669,male,sposato/a,extra-europa,bad
51,nessuno,operaio,54487,rent,5938,male,divorziato/a,extra-europa,bad
37,nessuno,impiegato,65569,own,8228,female,sposato/a,italia,bad
38,diploma,privato,55072,rent,22029,male,single,europa,bad
39,magistrale,privato,63558,rent,45930,female,sposato/a,extra-europa,bad
39,diploma,privato,50966,rent,17710,female,sposato/a,europa,bad
38,diploma,impiegato,75262,rent,42303,female,divorziato/a,europa,bad
44,magistrale,manager,93885,rent,2202,male,divorziato/a,italia,good
50,diploma,privato,33176,own,46257,male,divorziato/a,europa,bad
55,diploma,privato,58180,rent,40549,female,sposato/a,extra-europa,bad
42,magistrale,impiegato,66167,rent,34168,male,single,europa,bad
33,phd,impiegato,56886,rent,40802,female,single,italia,bad
39,triennale,manager,83521,rent,37230,male,sposato/a,italia,good
52,magistrale,manager,75914,rent,48597,male,divorziato/a,extra-europa,bad
38,phd,ceo,107515,rent,4785,male,divorziato/a,italia,good
39,nessuno,disoccupato,9000,rent,46756,female,divorziato/a,europa,bad
39,magistrale,impiegato,41249,rent,34668,female,sposato/a,italia,bad
54,nessuno,disoccupato,9000,none,34400,female,single,europa,bad
35,phd,manager,79196,rent,16831,female,sposato/a,italia,bad
30,diploma,impiegato,56725,rent,23928,female,single,italia,bad
36,nessuno,disoccupato,9000,none,38200,female,sposato/a,extra-europa,bad
59,nessuno,disoccupato,9000,own,6542,female,vedovo/a,extra-europa,bad
56,phd,impiegato,54447,rent,20166,male,sposato/a,europa,bad
55,diploma,privato,44370,own,47822,female,single,italia,bad
37,phd,impiegato,57620,rent,23627,male,sposato/a,italia,bad
42,magistrale,manager,87538,rent,3387,male,divorziato/a,extra-europa,good
53,magistrale,impiegato,60792,rent,45079,female,sposato/a,italia,bad
31,triennale,manager,60540,rent,23160,male,divorziato/a,europa,bad
53,phd,ceo,102131,own,15811,female,sposato/a,europa,good
31,magistrale,privato,44386,own,46630,female,sposato/a,italia,bad
53,triennale,operaio,32417,own,37423,female,divorziato/a,italia,bad
57,magistrale,privato,48437,own,12307,female,single,italia,bad
33,triennale,privato,46231,rent,13982,male,divorziato/a,italia,bad
39,magistrale,privato,56113,rent,37710,male,sposato/a,europa,bad
55,triennale,manager,72517,rent,40323,female,vedovo/a,extra-europa,bad
43,triennale,operaio,37196,own,13924,male,vedovo/a,italia,bad
33,triennale,operaio,37104,rent,14195,female,sposato/a,extra-europa,bad
55,diploma,impiegato,54467,own,4002,male,sposato/a,europa,bad
46,diploma,privato,45648,own,23056,male,divorziato/a,europa,bad
38,nessuno,impiegato,53585,rent,16671,male,sposato/a,italia,bad
45,nessuno,privato,42695,rent,1850,male,vedovo/a,extra-europa,bad
35,magistrale,operaio,18438,none,7475,female,sposato/a,extra-europa,bad
40,triennale,privato,81545,rent,24154,male,sposato/a,europa,bad
42,diploma,privato,45612,own,28895,male,sposato/a,europa,bad
40,phd,ceo,104785,rent,37634,male,sposato/a,europa,good
55,phd,ceo,104312,rent,24455,female,single,italia,good
41,magistrale,manager,85890,rent,16669,female,divorziato/a,italia,good
38,diploma,privato,46584,rent,6572,female,divorziato/a,europa,bad
43,phd,manager,81572,rent,45308,female,divorziato/a,italia,good
42,phd,impiegato,78744,rent,32795,male,divorziato/a,europa,bad
57,diploma,privato,54059,rent,43449,male,divorziato/a,extra-europa,bad
53,diploma,manager,89474,own,2327,male,single,europa,bad
59,nessuno,disoccupato,9000,none,14477,female,single,extra-europa,bad
43,triennale,impiegato,63132,own,10915,female,sposato/a,europa,good
35,diploma,privato,48583,own,42089,male,divorziato/a,europa,bad
30,phd,manager,86685,rent,23762,male,sposato/a,extra-europa,good
52,diploma,operaio,47546,own,25232,male,sposato/a,extra-europa,bad
39,diploma,privato,48352,rent,24196,female,sposato/a,europa,bad
39,phd,ceo,97648,own,39419,male,single,europa,good
33,magistrale,disoccupato,9000,own,40733,male,divorziato/a,europa,bad
37,nessuno,impiegato,58431,rent,9164,female,single,italia,bad
50,phd,ceo,120805,rent,37779,male,divorziato/a,italia,good
39,magistrale,impiegato,48075,own,45742,female,divorziato/a,extra-europa,bad
49,phd,manager,84399,own,47471,male,divorziato/a,italia,good
37,nessuno,disoccupato,9000,own,29669,male,sposato/a,europa,bad
50,nessuno,manager,86703,rent,11302,female,sposato/a,italia,bad
58,nessuno,disoccupato,9000,none,8715,male,single,europa,bad
41,diploma,privato,48411,rent,49576,female,single,italia,bad
58,magistrale,impiegato,74891,own,35733,female,single,italia,good
47,nessuno,disoccupato,9000,rent,27179,female,sposato/a,europa,bad
55,magistrale,manager,84912,rent,43354,male,single,europa,good
43,phd,ceo,107045,rent,12232,female,vedovo/a,europa,good
54,nessuno,manager,86725,rent,26546,male,divorziato/a,italia,bad
31,triennale,manager,71447,rent,41954,male,single,extra-europa,bad
38,triennale,manager,86273,own,9227,female,sposato/a,italia,good
33,diploma,operaio,58161,rent,11096,female,sposato/a,extra-europa,bad
52,triennale,manager,91639,rent,23861,female,sposato/a,europa,good
56,nessuno,operaio,34480,own,17884,male,sposato/a,extra-europa,bad
57,diploma,manager,74835,rent,49867,female,divorziato/a,italia,bad
36,magistrale,privato,47152,rent,28391,male,divorziato/a,extra-europa,bad
47,phd,manager,75773,own,22188,male,sposato/a,europa,bad
40,magistrale,operaio,42730,own,17652,male,divorziato/a,italia,bad
50,magistrale,ceo,89641,own,30239,male,vedovo/a,extra-europa,good
52,nessuno,manager,92570,rent,14573,male,sposato/a,extra-europa,bad
48,magistrale,ceo,89528,rent,14455,female,single,europa,good
48,triennale,impiegato,58942,rent,30605,female,divorziato/a,extra-europa,bad
44,phd,impiegato,55925,rent,11854,male,sposato/a,italia,bad
55,nessuno,operaio,43127,rent,34749,female,vedovo/a,italia,bad
56,phd,manager,70611,own,17357,female,sposato/a,extra-europa,bad
55,magistrale,ceo,96004,rent,26625,male,sposato/a,extra-europa,good
31,triennale,manager,96797,rent,15200,female,divorziato/a,extra-europa,good
36,diploma,privato,51123,rent,40201,female,sposato/a,extra-europa,bad
41,phd,privato,62591,rent,34668,male,single,europa,bad
54,phd,ceo,100402,own,40404,male,divorziato/a,europa,good
47,triennale,impiegato,57567,rent,29149,female,divorziato/a,extra-europa,bad
41,phd,privato,54742,rent,5131,male,sposato/a,europa,bad
50,triennale,manager,58036,own,16545,female,sposato/a,italia,bad
31,phd,manager,68185,rent,10930,female,single,europa,bad
34,magistrale,privato,35907,own,9382,female,single,europa,bad
37,phd,privato,49603,own,6148,male,sposato/a,europa,bad
58,nessuno,disoccupato,9000,rent,10090,male,sposato/a,italia,bad
57,magistrale,impiegato,61243,own,39832,female,sposato/a,extra-europa,good
50,triennale,privato,54627,rent,26322,female,divorziato/a,europa,bad
50,magistrale,impiegato,56396,own,35304,female,sposato/a,europa,good
47,diploma,privato,72744,rent,18571,male,sposato/a,italia,bad
51,nessuno,operaio,37160,rent,33325,male,divorziato/a,italia,bad
47,nessuno,impiegato,47836,rent,20345,male,divorziato/a,italia,bad
39,magistrale,privato,49113,rent,3110,male,divorziato/a,extra-europa,bad
30,nessuno,disoccupato,9000,rent,33636,male,divorziato/a,italia,bad
40,nessuno,disoccupato,9000,none,48528,female,divorziato/a,italia,bad
57,magistrale,manager,62093,rent,34772,male,divorziato/a,extra-europa,bad
57,phd,ceo,105430,rent,13019,male,divorziato/a,extra-europa,good
44,magistrale,privato,48302,rent,48618,male,sposato/a,extra-europa,bad
38,phd,privato,29670,own,23831,female,sposato/a,europa,bad
51,triennale,privato,52452,rent,45725,female,sposato/a,italia,bad
44,phd,impiegato,62201,own,46667,male,divorziato/a,italia,good
50,triennale,privato,70545,own,4271,female,sposato/a,extra-europa,bad
59,triennale,disoccupato,9000,none,26641,female,sposato/a,europa,bad
41,magistrale,manager,56098,own,6099,female,sposato/a,extra-europa,bad
57,triennale,manager,79426,own,20679,female,divorziato/a,extra-europa,bad
55,magistrale,impiegato,77114,own,31356,male,vedovo/a,europa,good
43,triennale,ceo,104129,rent,42538,male,sposato/a,extra-europa,good
37,triennale,manager,60091,rent,33080,female,sposato/a,europa,bad
41,triennale,ceo,96762,own,22276,female,divorziato/a,europa,good
30,magistrale,manager,86690,rent,11646,female,divorziato/a,europa,good
51,triennale,manager,85982,rent,45190,female,divorziato/a,europa,good
52,magistrale,privato,57631,rent,48201,female,sposato/a,europa,bad
34,nessuno,disoccupato,9000,rent,1818,female,sposato/a,italia,bad
43,nessuno,disoccupato,9000,own,25182,female,vedovo/a,italia,bad
49,magistrale,privato,53023,rent,6376,female,single,italia,bad
46,magistrale,impiegato,57151,rent,2918,male,sposato/a,europa,bad
46,phd,manager,72549,rent,43650,male,vedovo/a,italia,bad
34,magistrale,privato,45805,own,32855,female,vedovo/a,extra-europa,bad
55,diploma,operaio,59799,own,10786,female,sposato/a,italia,bad
32,phd,impiegato,53611,rent,30454,female,sposato/a,europa,bad
30,triennale,manager,62421,rent,17233,male,sposato/a,extra-europa,bad
35,nessuno,disoccupato,9000,own,32296,male,single,italia,bad
57,phd,impiegato,52377,rent,6745,female,single,europa,bad
34,magistrale,privato,36902,rent,47051,female,sposato/a,italia,bad
51,diploma,disoccupato,9000,own,23978,female,sposato/a,italia,bad
38,magistrale,privato,54004,rent,6668,male,vedovo/a,europa,bad
49,diploma,operaio,41386,rent,22830,female,sposato/a,extra-europa,bad
52,triennale,ceo,106626,rent,4400,male,vedovo/a,europa,good
55,diploma,privato,64529,rent,30425,female,sposato/a,extra-europa,bad
50,nessuno,manager,86728,rent,48401,female,divorziato/a,extra-europa,bad
51,nessuno,disoccupato,9000,none,3814,male,sposato/a,europa,bad
43,nessuno,disoccupato,9000,own,36139,male,vedovo/a,extra-europa,bad
40,phd,manager,84535,own,6221,male,sposato/a,extra-europa,good
59,phd,privato,73533,own,25041,male,sposato/a,italia,bad
57,nessuno,disoccupato,9000,own,43685,male,divorziato/a,italia,bad
33,magistrale,manager,76569,own,18658,female,divorziato/a,italia,bad
47,diploma,operaio,27208,rent,13154,male,divorziato/a,europa,bad
35,diploma,disoccupato,9000,own,19629,male,divorziato/a,italia,bad
30,phd,disoccupato,9000,own,15328,male,single,italia,bad
43,nessuno,disoccupato,9000,none,27963,female,single,extra-europa,bad
33,magistrale,impiegato,51823,rent,32536,female,sposato/a,europa,bad
54,magistrale,manager,70565,own,23937,male,sposato/a,europa,bad
59,magistrale,ceo,100829,rent,24545,female,single,europa,good
49,magistrale,operaio,37014,own,38659,male,vedovo/a,extra-europa,bad
55,magistrale,impiegato,60147,own,7268,male,vedovo/a,extra-europa,good
53,phd,impiegato,54334,own,39008,male,divorziato/a,extra-europa,good
33,diploma,operaio,40366,own,47192,male,sposato/a,extra-europa,bad
32,phd,ceo,103847,own,12616,male,divorziato/a,italia,good
56,diploma,impiegato,57521,own,13823,male,sposato/a,europa,bad
30,magistrale,impiegato,84466,rent,24121,female,sposato/a,europa,bad
43,magistrale,privato,46645,rent,6129,male,sposato/a,extra-europa,bad
36,diploma,privato,61210,rent,27686,male,divorziato/a,italia,bad
59,phd,manager,64935,own,25611,female,single,extra-europa,bad
33,magistrale,impiegato,68541,own,13200,male,divorziato/a,extra-europa,good
41,phd,manager,81551,rent,4209,female,divorziato/a,europa,good
49,diploma,impiegato,76878,rent,35394,male,sposato/a,extra-europa,bad
42,phd,ceo,87567,rent,31748,female,sposato/a,extra-europa,good
36,nessuno,disoccupato,9000,own,8333,male,sposato/a,europa,bad
55,phd,impiegato,48527,own,10627,female,divorziato/a,extra-europa,bad
48,nessuno,operaio,44536,rent,38269,male,divorziato/a,europa,bad
51,phd,privato,39160,own,8067,female,vedovo/a,italia,bad
30,nessuno,operaio,35479,own,29053,male,sposato/a,extra-europa,bad
32,nessuno,privato,56988,rent,37572,male,single,italia,bad
44,triennale,privato,69081,rent,26784,male,vedovo/a,europa,bad
56,phd,impiegato,75046,own,42016,female,sposato/a,italia,good
50,triennale,manager,74953,own,35087,female,sposato/a,extra-europa,bad
51,magistrale,impiegato,53998,rent,18159,male,sposato/a,europa,bad
48,diploma,impiegato,70238,own,47473,male,sposato/a,extra-europa,bad
41,diploma,privato,53112,own,37084,male,sposato/a,europa,bad
57,phd,privato,45258,rent,13470,female,single,italia,bad
35,phd,privato,54408,rent,31371,male,single,extra-europa,bad
49,triennale,manager,96437,rent,18699,male,sposato/a,italia,good
59,triennale,manager,81341,rent,18280,male,divorziato/a,extra-europa,good
42,nessuno,disoccupato,9000,none,13512,female,sposato/a,europa,bad
55,diploma,manager,87146,own,1165,male,sposato/a,extra-europa,bad
34,triennale,privato,61335,rent,10615,male,divorziato/a,extra-europa,bad
49,triennale,operaio,34170,rent,1345,female,sposato/a,italia,bad
46,nessuno,privato,62881,rent,27094,female,sposato/a,europa,bad
46,nessuno,privato,45176,rent,36762,male,sposato/a,europa,bad
51,phd,privato,58780,rent,35080,male,vedovo/a,extra-europa,bad
54,magistrale,manager,86975,own,37249,female,divorziato/a,italia,good
39,magistrale,impiegato,54123,own,37117,female,divorziato/a,italia,good
49,phd,impiegato,64123,rent,16016,female,vedovo/a,extra-europa,bad
45,magistrale,impiegato,46398,rent,45719,female,sposato/a,extra-europa,bad
54,diploma,operaio,50821,rent,48148,male,sposato/a,europa,bad
57,nessuno,disoccupato,9000,none,28128,female,divorziato/a,europa,bad
41,diploma,operaio,29984,rent,5922,male,single,europa,bad
56,triennale,manager,88250,rent,9642,male,divorziato/a,extra-europa,good
55,magistrale,manager,97120,rent,3870,male,divorziato/a,extra-europa,good
51,magistrale,manager,70898,rent,38662,female,sposato/a,extra-europa,bad
47,triennale,operaio,15341,none,8891,female,single,europa,bad
57,diploma,operaio,40797,rent,38515,male,sposato/a,extra-europa,bad
39,nessuno,disoccupato,9000,own,3707,male,vedovo/a,extra-europa,bad
56,phd,impiegato,44812,rent,9314,male,vedovo/a,europa,bad
52,phd,ceo,95252,own,25314,male,single,europa,good
38,triennale,privato,67368,rent,36011,female,sposato/a,italia,bad
57,phd,privato,41221,rent,14951,female,sposato/a,extra-europa,bad
48,nessuno,disoccupato,9000,none,49469,male,divorziato/a,europa,bad
46,diploma,privato,52741,own,19973,female,sposato/a,italia,bad
35,nessuno,disoccupato,9000,rent,28882,male,vedovo/a,europa,bad
57,diploma,operaio,34248,own,19258,male,sposato/a,europa,bad
30,nessuno,operaio,35543,own,46371,male,vedovo/a,europa,bad
59,triennale,manager,89362,rent,27825,male,divorziato/a,europa,good
31,diploma,privato,55381,rent,37332,female,divorziato/a,italia,bad
43,triennale,impiegato,45394,own,6924,male,sposato/a,italia,bad
35,diploma,impiegato,55082,rent,16684,female,sposato/a,extra-europa,bad
35,nessuno,disoccupato,9000,own,46715,male,vedovo/a,europa,bad
59,triennale,operaio,29736,rent,22108,female,divorziato/a,europa,bad
53,triennale,ceo,105032,rent,10702,male,divorziato/a,europa,good
49,phd,ceo,97959,own,47074,female,vedovo/a,extra-europa,good
33,nessuno,privato,38458,own,31325,male,sposato/a,europa,bad
30,phd,ceo,100321,own,45873,female,single,italia,good
53,magistrale,privato,51644,own,25935,male,sposato/a,extra-europa,bad
37,diploma,disoccupato,9000,rent,40436,male,divorziato/a,italia,bad
57,triennale,operaio,33288,own,42333,female,vedovo/a,europa,bad
57,phd,operaio,33080,own,48544,male,sposato/a,italia,bad
46,diploma,privato,45000,rent,10179,male,divorziato/a,extra-europa,bad
42,triennale,manager,78888,rent,4676,female,vedovo/a,extra-europa,bad
41,triennale,manager,100014,own,3471,male,sposato/a,europa,good
40,magistrale,privato,51320,rent,24220,male,sposato/a,extra-europa,bad
35,magistrale,operaio,38859,own,14312,male,vedovo/a,europa,bad
32,triennale,privato,34646,own,37856,female,divorziato/a,europa,bad
41,triennale,impiegato,72150,rent,34613,male,divorziato/a,extra-europa,bad
39,magistrale,operaio,45208,rent,30625,female,sposato/a,extra-europa,bad
35,diploma,privato,53018,rent,2064,female,sposato/a,europa,bad
53,triennale,privato,49508,own,2480,male,sposato/a,italia,bad
57,phd,manager,76175,rent,38502,male,sposato/a,europa,bad
46,triennale,manager,90294,rent,23752,female,divorziato/a,extra-europa,good
37,nessuno,operaio,21706,own,8366,male,sposato/a,italia,bad
31,magistrale,manager,80819,rent,18588,male,vedovo/a,italia,good
50,phd,impiegato,63168,rent,25931,male,divorziato/a,europa,bad
38,triennale,manager,73857,rent,14512,male,divorziato/a,europa,bad
35,nessuno,operaio,37596,own,225,male,divorziato/a,italia,bad
57,phd,impiegato,39344,own,8588,female,vedovo/a,italia,bad
35,magistrale,privato,42001,own,33222,female,sposato/a,italia,bad
59,triennale,manager,79084,rent,39992,male,single,italia,bad
53,diploma,operaio,35499,own,6881,female,divorziato/a,europa,bad
34,phd,manager,78523,rent,25294,male,sposato/a,europa,bad
47,triennale,operaio,50609,own,33331,female,divorziato/a,extra-europa,bad
35,diploma,impiegato,62155,rent,22451,female,vedovo/a,europa,bad
31,phd,disoccupato,9000,rent,22279,female,sposato/a,europa,bad
43,phd,privato,48663,rent,4829,male,divorziato/a,italia,bad
52,magistrale,privato,41833,rent,39561,female,divorziato/a,italia,bad
48,phd,manager,67323,own,30156,female,sposato/a,extra-europa,bad
55,triennale,manager,72264,rent,42975,male,divorziato/a,italia,bad
49,magistrale,impiegato,71468,own,42813,male,sposato/a,italia,good
46,magistrale,privato,41046,rent,15020,male,sposato/a,europa,bad
55,magistrale,manager,65945,rent,25560,female,divorziato/a,extra-europa,bad
43,triennale,manager,68066,own,43867,male,sposato/a,italia,bad
53,phd,ceo,108288,rent,34718,female,sposato/a,extra-europa,good
30,phd,ceo,118214,rent,4002,female,divorziato/a,extra-europa,good
33,nessuno,disoccupato,9000,own,22109,male,single,europa,bad
46,triennale,operaio,39432,rent,12639,male,vedovo/a,extra-europa,bad
45,magistrale,impiegato,63210,rent,12037,female,divorziato/a,italia,bad
45,phd,privato,39555,rent,42869,male,divorziato/a,italia,bad
53,nessuno,privato,59585,rent,9079,male,sposato/a,italia,bad
30,nessuno,disoccupato,9000,none,8805,male,sposato/a,europa,bad
44,magistrale,privato,47596,rent,36540,male,sposato/a,europa,bad
31,nessuno,disoccupato,9000,own,20830,male,divorziato/a,europa,bad
33,triennale,operaio,42983,rent,26882,male,divorziato/a,extra-europa,bad
54,nessuno,operaio,30663,own,10739,male,sposato/a,italia,bad
49,magistrale,manager,69941,rent,11514,female,sposato/a,europa,bad
50,diploma,impiegato,44083,rent,7913,male,sposato/a,extra-europa,bad
38,triennale,impiegato,43946,rent,20200,male,sposato/a,europa,bad
44,triennale,manager,94194,rent,2329,male,single,europa,good
37,magistrale,ceo,102756,rent,14117,female,single,extra-europa,good
36,triennale,privato,68882,rent,33216,female,divorziato/a,europa,bad
35,phd,privato,30745,own,39999,female,single,extra-europa,bad
52,diploma,operaio,36644,own,10949,male,vedovo/a,italia,bad
45,nessuno,disoccupato,9000,own,40131,male,divorziato/a,europa,bad
35,triennale,operaio,37392,own,42565,female,single,europa,bad
44,magistrale,impiegato,36707,own,14552,female,single,extra-europa,bad
55,nessuno,impiegato,65563,rent,48640,female,divorziato/a,italia,bad
49,nessuno,impiegato,47085,rent,30637,male,vedovo/a,italia,bad
59,magistrale,manager,80501,own,593,male,sposato/a,extra-europa,good
39,diploma,impiegato,68966,rent,40663,male,sposato/a,extra-europa,bad
45,nessuno,disoccupato,9000,none,35406,male,single,italia,bad
37,nessuno,disoccupato,9000,own,6604,male,sposato/a,italia,bad
37,nessuno,privato,50860,rent,20832,female,sposato/a,extra-europa,bad
37,diploma,privato,58572,rent,32506,female,divorziato/a,italia,bad
47,nessuno,disoccupato,9000,own,32007,male,vedovo/a,italia,bad
56,diploma,privato,62226,own,2167,female,divorziato/a,extra-europa,bad
33,magistrale,privato,55162,own,40762,male,divorziato/a,extra-europa,bad
51,magistrale,privato,48869,own,18763,female,single,europa,bad
58,nessuno,operaio,51612,rent,48611,male,sposato/a,italia,bad
50,magistrale,operaio,34896,own,42327,female,vedovo/a,europa,bad
42,magistrale,operaio,55022,rent,25685,female,divorziato/a,italia,bad
34,triennale,privato,30097,own,47228,male,divorziato/a,extra-europa,bad
42,diploma,privato,35395,own,19656,male,divorziato/a,europa,bad
38,diploma,ceo,123521,own,48809,female,single,europa,bad
55,triennale,operaio,29585,rent,21683,female,vedovo/a,extra-europa,bad
42,triennale,ceo,98045,rent,24232,male,sposato/a,europa,good
50,diploma,operaio,50650,rent,2062,female,sposato/a,italia,bad
32,magistrale,privato,35936,rent,47419,male,single,italia,bad
56,phd,manager,78029,rent,26943,male,sposato/a,extra-europa,bad
52,phd,impiegato,54070,rent,21009,female,divorziato/a,europa,bad
54,nessuno,privato,52950,rent,377,female,sposato/a,europa,bad
41,diploma,disoccupato,9000,none,18313,female,sposato/a,italia,bad
42,phd,manager,59637,own,4113,male,single,italia,bad
48,diploma,ceo,87710,rent,39566,female,divorziato/a,europa,bad
40,phd,privato,54388,rent,12076,female,single,italia,bad
41,triennale,privato,45350,rent,7919,female,sposato/a,italia,bad
48,nessuno,disoccupato,9000,own,3134,female,vedovo/a,europa,bad
59,triennale,impiegato,67332,rent,25911,female,sposato/a,extra-europa,bad
35,magistrale,manager,83623,rent,5280,female,sposato/a,italia,good
45,magistrale,privato,48281,rent,19617,female,sposato/a,extra-europa,bad
45,triennale,ceo,81254,rent,36002,female,sposato/a,europa,good
50,phd,ceo,105386,own,37472,male,sposato/a,extra-europa,good
43,diploma,privato,62670,rent,20286,male,sposato/a,italia,bad
41,magistrale,impiegato,53880,rent,14494,female,sposato/a,italia,bad
56,phd,manager,84144,rent,22294,female,sposato/a,italia,good
57,phd,ceo,102885,own,33615,female,divorziato/a,italia,good
36,magistrale,privato,37896,own,37729,male,divorziato/a,europa,bad
42,nessuno,privato,51146,rent,22399,female,single,extra-europa,bad
46,phd,manager,75142,own,49015,male,vedovo/a,italia,bad
57,magistrale,operaio,39543,own,39708,male,sposato/a,extra-europa,bad
36,magistrale,impiegato,54846,rent,3956,male,sposato/a,europa,bad
51,magistrale,privato,53693,rent,2376,male,sposato/a,italia,bad
31,diploma,operaio,43142,own,7982,male,sposato/a,italia,bad
42,nessuno,disoccupato,9000,own,20488,male,vedovo/a,europa,bad
54,triennale,manager,88874,own,34943,male,divorziato/a,europa,good
32,phd,ceo,91738,own,20792,male,sposato/a,europa,good
48,magistrale,impiegato,70947,rent,39156,male,divorziato/a,extra-europa,bad
46,phd,ceo,109613,rent,32150,female,vedovo/a,europa,good
38,diploma,operaio,52046,rent,19559,male,single,europa,bad
54,nessuno,operaio,36595,own,31106,female,divorziato/a,europa,bad
57,diploma,operaio,16667,rent,34312,male,divorziato/a,italia,bad
55,nessuno,disoccupato,9000,own,43513,male,single,europa,bad
42,diploma,disoccupato,9000,none,41215,female,divorziato/a,extra-europa,bad
55,diploma,privato,55940,rent,16204,male,divorziato/a,extra-europa,bad
30,phd,manager,94684,rent,565,female,sposato/a,europa,good
37,nessuno,disoccupato,9000,rent,23005,female,sposato/a,extra-europa,bad
57,triennale,manager,86787,rent,4467,male,divorziato/a,europa,good
40,phd,ceo,121827,rent,4478,female,divorziato/a,europa,good
48,phd,manager,95544,rent,31518,female,vedovo/a,italia,good
30,magistrale,manager,96389,rent,12837,male,vedovo/a,italia,good
35,phd,manager,84013,rent,16710,male,divorziato/a,europa,good
31,phd,manager,73742,rent,40720,male,sposato/a,europa,bad
53,magistrale,manager,61086,own,11601,female,divorziato/a,italia,bad
57,magistrale,manager,83065,own,7972,male,divorziato/a,extra-europa,good
53,magistrale,operaio,68543,own,33216,male,single,italia,bad
59,phd,privato,52819,rent,43921,female,sposato/a,italia,bad
47,nessuno,disoccupato,9000,own,45156,male,divorziato/a,europa,bad
59,phd,privato,45110,rent,26109,male,divorziato/a,italia,bad
33,magistrale,operaio,50662,own,13105,female,sposato/a,extra-europa,bad
